G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.14151045757794745,27757,1545,185,1545,0,1,0.8802588996763754,185,13,10,,0.11974110032362459,1
0,0.15545624045761244,27757,1885,0,1885,0,2,1,0,13,10,,0,
0,0.15038892769318163,27757,1786,0,1786,0,3,1,0,12,10,,0,
0,0.11272415512017142,27757,1238,0,1238,0,4,1,0,13,10,,0,
0,0.12589555891776433,27757,848,0,848,0,5,1,0,11,10,,0,
0,0.1285538913600414,27757,1806,0,1806,0,6,1,0,13,10,,0,
0,0.2338080559899964,27757,1561,0,1561,0,7,1,0,13,10,,0,
0,0.14576493153900563,27757,1707,0,1707,0,8,1,0,13,10,,0,
0,0.14637700066834958,27757,1539,0,1539,0,9,1,0,13,10,,0,
0,0.19035762788592123,27757,1034,0,1034,0,10,1,0,13,10,,0,
