G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.17458734953269764,16190,1087,85,1087,0,1,0.921803127874885,85,12,10,,0.078196872125115,1
0,0.1437364119276801,16190,962,0,962,0,2,1,0,13,10,,0,
0,0.27109861394698953,16190,2036,0,2036,0,3,1,0,13,10,,0,
0,0.21046497569305989,16190,1747,0,1747,0,4,1,0,13,10,,0,
0,0.2128838667820069,16190,816,0,816,0,5,1,0,12,10,,0,
0,0.21375943988685292,16190,2963,0,2963,0,6,1,0,12,10,,0,
0,0.18621850782121308,16190,748,0,748,0,7,1,0,10,10,,0,
0,0.17841107959318575,16190,1806,0,1806,0,8,1,0,11,10,,0,
0,0.1587545099743174,16190,1795,0,1795,0,9,1,0,13,10,,0,
0,0.12503861537460978,16190,992,0,992,0,10,1,0,13,10,,0,
