G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.36164145554706667,40000,1259,564,1259,0,1,0.5520254169976172,564,7,7,,0.44797458300238285,1
0,0.36037988564095125,40000,1908,367,1908,0,2,0.8076519916142557,367,7,7,,0.19234800838574423,1
0,0.13759030374477335,40000,1165,1165,1165,0,3,0,1165,9,9,,1,1
0,0.30877482106215565,40000,897,477,897,0,4,0.4682274247491639,477,8,8,,0.5317725752508361,1
0,0.25757222655798356,40000,1488,540,1488,0,5,0.6370967741935484,540,8,8,,0.3629032258064516,1
0,0.34847220206125706,40000,332,332,332,0,6,0,332,3,3,,1,1
0,0.790279717129859,40000,447,447,447,0,7,0,447,5,5,,1,1
0,0.6537387496672662,40000,1009,204,1009,0,8,0.7978196233894945,204,6,6,,0.20218037661050545,1
0,0.2998770575780343,40000,242,242,242,0,9,0,242,8,8,,1,1
0,0.3893343497979231,40000,1211,600,1211,0,10,0.5045417010734929,600,9,9,,0.495458298926507,1
