G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.14498588848436064,52718,769,769,769,0,1,0,769,11,10,,1,1
0,0.22311072294836928,52718,2111,239,2111,0,2,0.886783514921838,239,12,10,,0.11321648507816201,1
0,0.09654074566825915,52718,1483,0,1483,0,3,1,0,13,10,,0,
0,0.3118471890655576,52718,1788,0,1788,0,4,1,0,12,10,,0,
0,0.15324289198668303,52718,948,0,948,0,5,1,0,13,10,,0,
0,0.13444368574299775,52718,788,0,788,0,6,1,0,10,10,,0,
0,0.2017763702947211,52718,2194,0,2194,0,7,1,0,13,10,,0,
0,0.2041136662800245,52718,2216,0,2216,0,8,1,0,13,10,,0,
0,0.3911789596932709,52718,1624,0,1624,0,9,1,0,11,10,,0,
0,0.12604131289859177,52718,1031,0,1031,0,10,1,0,12,10,,0,
