G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.10089807779839642,27523,1352,1352,1352,0,1,0,1352,13,10,,1,1
0,0.10498136461054752,27523,1553,961,1553,0,2,0.3811976819059884,961,13,10,,0.6188023180940115,1
0,0.102347269497038,27523,1454,0,1454,0,3,1,0,13,10,,0,
0,0.10394830053925892,27523,1578,0,1578,0,4,1,0,13,10,,0,
0,0.11601194602507743,27523,1382,0,1382,0,5,1,0,13,10,,0,
0,0.11393646578176236,27523,1522,0,1522,0,6,1,0,13,10,,0,
0,0.10369847104321069,27523,1445,0,1445,0,7,1,0,13,10,,0,
0,0.09803324615340932,27523,1126,0,1126,0,8,1,0,13,10,,0,
0,0.11594764194593166,27523,1968,0,1968,0,9,1,0,13,10,,0,
0,0.1063676267700958,27523,1568,0,1568,0,10,1,0,13,10,,0,
