G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.20499471719634846,20841,1046,297,1046,0,1,0.7160611854684512,297,8,8,,0.28393881453154873,1
0,0.5299705286314644,20841,818,235,818,0,2,0.7127139364303179,235,10,10,,0.28728606356968217,1
0,0.18544022310188274,20841,389,389,389,0,3,0,389,10,10,,1,1
0,0.26074599389075775,20841,1534,498,1534,0,4,0.6753585397653195,498,8,8,,0.3246414602346806,1
0,0.21427,20841,1000,694,1000,0,5,0.306,694,9,9,,0.694,1
0,0.20983081847279378,20841,810,583,810,0,6,0.2802469135802469,583,9,9,,0.7197530864197531,1
0,0.16999556949027825,20841,2353,799,2353,0,7,0.6604334891627709,799,9,9,,0.33956651083722905,1
0,0.31197164305022296,20841,964,488,964,0,8,0.49377593360995853,488,10,10,,0.5062240663900415,1
0,0.3223765407989502,20841,506,287,506,0,9,0.43280632411067194,287,6,6,,0.567193675889328,1
0,0.24453140012228142,20841,535,535,535,0,10,0,535,9,9,,1,1
