G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.08217438838697227,26875,1251,1251,1251,0,1,0,1251,13,10,,1,1
0,0.08793256277669066,26875,1673,1673,1673,0,2,0,1673,13,10,,1,1
0,0.09311777354050874,26875,1570,1470,1570,0,3,0.06369426751592357,1470,13,10,,0.9363057324840764,1
0,0.08743833277112498,26875,1232,0,1232,0,4,1,0,13,10,,0,
0,0.0901678689807516,26875,1326,0,1326,0,5,1,0,13,10,,0,
0,0.09406754698298728,26875,1747,0,1747,0,6,1,0,13,10,,0,
0,0.08335081025635163,26875,1673,0,1673,0,7,1,0,13,10,,0,
0,0.08860698533319163,26875,1552,0,1552,0,8,1,0,13,10,,0,
0,0.08477508078852242,26875,1556,0,1556,0,9,1,0,13,10,,0,
0,0.08687715878389932,26875,1368,0,1368,0,10,1,0,13,10,,0,
