run_id,regime,day,total_face_value,face_bucket_short,face_bucket_mid,face_bucket_long,total_cash,debt_to_money
balanced_active_6966ca0dbd78,active,0,200,80,80,40,40312.50000000000000000000001,0.004961240310077519379844961239
balanced_active_6966ca0dbd78,active,1,160,40,120,0,40312.50000000000000000000001,0.003968992248062015503875968991
balanced_active_6966ca0dbd78,active,2,160,80,80,0,40312.50000000000000000000001,0.003968992248062015503875968991
balanced_active_6966ca0dbd78,active,3,120,40,80,0,40312.50000000000000000000001,0.002976744186046511627906976743
balanced_active_6966ca0dbd78,active,4,120,80,40,0,40312.50000000000000000000001,0.002976744186046511627906976743
balanced_active_6966ca0dbd78,active,5,80,40,40,0,40312.50000000000000000000001,0.001984496124031007751937984496
balanced_active_6966ca0dbd78,active,6,80,80,0,0,40312.50000000000000000000001,0.001984496124031007751937984496
balanced_active_6966ca0dbd78,active,7,40,40,0,0,40312.50000000000000000000001,0.0009922480620155038759689922478
balanced_active_6966ca0dbd78,active,8,40,40,0,0,40312.50000000000000000000001,0.0009922480620155038759689922478
balanced_active_6966ca0dbd78,active,9,0,0,0,0,40312.50000000000000000000001,0E+23
balanced_active_6966ca0dbd78,active,10,0,0,0,0,40312.50000000000000000000001,0E+23
balanced_active_6966ca0dbd78,active,11,0,0,0,0,40312.50000000000000000000001,0E+23
