G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.10488046753168102,10461,1028,0,1028,0,1,1,0,13,10,,0,
0,0.12151272671848803,10461,1620,0,1620,0,2,1,0,13,10,,0,
0,0.19151235507634579,10461,1139,0,1139,0,3,1,0,12,10,,0,
0,0.11406613522102144,10461,1118,0,1118,0,4,1,0,13,10,,0,
0,0.13796880556825686,10461,1215,0,1215,0,5,1,0,13,10,,0,
0,0.2269752163361361,10461,2147,0,2147,0,6,1,0,13,10,,0,
0,0.11586083293542036,10461,1955,0,1955,0,7,1,0,13,10,,0,
0,0.10102282008057893,10461,1326,0,1326,0,8,1,0,13,10,,0,
0,0.12191098167618884,10461,1642,0,1642,0,9,1,0,13,10,,0,
0,0.16032557259133068,10461,1761,0,1761,0,10,1,0,13,10,,0,
