G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.10709375,20000,800,800,800,0,1,0,800,10,10,,1,1
0,0.11105541670631025,20000,1137,1137,1137,0,2,0,1137,10,10,,1,1
0,0.1196608252638642,20000,1053,1053,1053,0,3,0,1053,10,10,,1,1
0,0.11572001249479384,20000,784,784,784,0,4,0,784,10,10,,1,1
0,0.11858425702226161,20000,861,861,861,0,5,0,861,10,10,,1,1
0,0.11869253430174387,20000,1198,948,1198,0,6,0.20868113522537562,948,10,10,,0.7913188647746243,1
0,0.10472636642741279,20000,1137,1137,1137,0,7,0,1137,10,10,,1,1
0,0.11338191356501044,20000,1042,1042,1042,0,8,0,1042,10,10,,1,1
0,0.10792884778278886,20000,1045,1045,1045,0,9,0,1045,10,10,,1,1
0,0.11297482354360634,20000,892,892,892,0,10,0,892,10,10,,1,1
