run_id,regime,day,total_face_value,face_bucket_short,face_bucket_mid,face_bucket_long,total_cash,debt_to_money
balanced_active_a25bda154156,active,0,200,80,80,40,76875.00000000000014999999999,0.002601626016260162596549672814
balanced_active_a25bda154156,active,1,160,40,120,0,76875.00000000000014999999999,0.002081300813008130077239738251
balanced_active_a25bda154156,active,2,160,80,80,0,76875.00000000000014999999999,0.002081300813008130077239738251
balanced_active_a25bda154156,active,3,120,40,80,0,76875.00000000000014999999999,0.001560975609756097557929803688
balanced_active_a25bda154156,active,4,120,80,40,0,76875.00000000000014999999999,0.001560975609756097557929803688
balanced_active_a25bda154156,active,5,80,40,40,0,76875.00000000000014999999999,0.001040650406504065038619869126
balanced_active_a25bda154156,active,6,80,80,0,0,76875.00000000000014999999999,0.001040650406504065038619869126
balanced_active_a25bda154156,active,7,40,40,0,0,76875.00000000000014999999999,0.0005203252032520325193099345628
balanced_active_a25bda154156,active,8,40,40,0,0,76875.00000000000014999999999,0.0005203252032520325193099345628
balanced_active_a25bda154156,active,9,0,0,0,0,76875.00000000000014999999999,0E+23
balanced_active_a25bda154156,active,10,0,0,0,0,76875.00000000000014999999999,0E+23
balanced_active_a25bda154156,active,11,0,0,0,0,76875.00000000000014999999999,0E+23
